comment,label,rate,Unnamed: 3,clean_text
"Giao hàng rất nhanh, aó đẹp, nói chung rất hài lòng.",POS,5,,giao hàng rất nhanh áo đẹp nói_chung rất hài_lòng
"Đặt xanh đậm mà giao mảu xám , thất vọng quá,màu thấy củ xèm.",NEG,2,,đặt xanh đậm giao mảu xám thất_vọng quámàu thấy củ xèm
Quả ko đẹp Chất lượng sản phẩm tạm được.,NEG,2,,quả ko đẹp chất_lượng sản_phẩm tạm được
"Áo chất đẹp, shop phục vụ tốt.",POS,4,,áo chất đẹp shop phục_vụ tốt
Đóng gói sản phẩm chắc chắn.,POS,5,,đóng_gói sản_phẩm chắc_chắn
Tôi rất hài lòng về sản phẩm.,POS,5,,tôi rất hài_lòng về sản_phẩm
Chất lượng sản phẩm tuyệt vời rất ưng ý đồ đẹp.,POS,5,,chất_lượng sản_phẩm tuyệt_vời rất ưng_ý_đồ đẹp
Shop lam ăn không uy tín.. sảm phẩm thì dỗm.. chát thì chặn.,NEG,1,,shop lam_ăn không uy_tín sảm_phẩm dỗm_chát chặn
Hàng rất ok 👍.,POS,5,,hàng rất ok
CL phù hợp giá tiền.,NEU,3,,cl phù_hợp giá tiền
"Đúng hình ảnh, đẹp.",POS,5,,đúng hình_ảnh đẹp
Mẫu cũng đa dạng.,POS,5,,mẫu cũng đa_dạng
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Hết hàng thì phải báo với khách chứ đằng này vẫn giao.,NEG,2,,hết hàng phải báo với khách chứ đằng này vẫn giao
"Ban đầu mình nghĩ là ren mỏng, nhưng nhận đc thì thấy ren đẹp hơn mình tưởng tượng.",POS,5,,ban_đầu mình nghĩ ren mỏng nhưng nhận đc thấy ren đẹp hơn mình tưởng_tượng
"Đẹp, vừa ý...",POS,4,,đẹp vừa ý
Tuyệt ạ ... giày nhẹ êm.,POS,5,,tuyệt_ạ giày nhẹ êm
Đúng mỗi 1 màu.,NEG,2,,đúng mỗi 1 màu
Sản phẩm chất lượng .,POS,4,,sản_phẩm chất_lượng
"Cổ áo bị rách shop nên ktra kĩ trc khi giao, mình 40kg cao 1,55m mà mặc hơi chật.",NEG,1,,cổ áo rách_shop nên ktra kĩ_trc khi giao mình 40 kg cao 155 m mặc hơi chật
Đóng gói kỹ.,POS,5,,đóng_gói kỹ
Gói hàng cẩn thận.,POS,5,,gói hàng cẩn_thận
Cảm ơn shop nhìu.,POS,4,,cảm_ơn shop nhìu
"Đây là lần thứ 2 mua sp của shop , giày đẹp , cách phục vụ tốt 😊 sẽ ủng hộ shop nhiều nữa.",POS,5,,đây lần thứ 2 mua sp shop giày đẹp cách phục_vụ tốt sẽ ủng_hộ shop nhiều nữa
Son lên màu đẹp không bị khô cứng và lộ vân môi như màu 12 Rất đáng tiền.,POS,5,,son lên màu đẹp không khô cứng và lộ vân_môi như màu 12 rất đáng tiền
Cảm ơn shop nhé.,POS,4,,cảm_ơn shop
Giống hình mà vải hơi cứng bạn ạk.,POS,4,,giống hình vải hơi cứng bạn ạk
"Chất áo đẹp lắm, yêu shop.",POS,5,,chất áo đẹp lắm yêu shop
Quần của shop quá đẹp luôn.,POS,5,,quần shop quá đẹp luôn
"Minh lay sz lớn nhất cho rộng roi , sz xxl mà nhìn thay bé hơn quần củ , chồng mình 72kg , sp chất thì nhìn tốt Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,,minh lay_sz lớn nhất cho rộng roi sz xxl nhìn thay bé hơn quần củ chồng mình 72 kg sp_chất nhìn tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh rất đáng tiền
Chất thì ok nhưng cổ áo ko giống hình.cổ áo ko rộng mà ôm.,NEU,3,,chất ok nhưng cổ áo ko giống hìnhcổ áo ko rộng ôm
Đặt 2 quần dài mà đóng gói cho 1 quần ngố.,NEG,2,,đặt 2 quần dài đóng_gói cho 1 quần ngố
Khuyến khích cho 5*.,POS,5,,khuyến_khích cho 5
"Nét chữ không được rõ, sp có mùi hơi kinh.",NEG,1,,nét chữ không được rõ sp có mùi hơi kinh
Mặc phối với chân váy hay jean đều đẹp.,POS,5,,măc phôi vơi chân vay hay jean đêu đep
Nhưng GHTK thu tròn 110.000 đ.,NEG,2,,nhưng ghtk thu tròn 110000 đ
"Không giống hình cho lắm nhưng chất lượng cũng OK ,Mua 3 mà mỗi sp này là đc .",NEU,3,,không giống_hình cho lắm nhưng chất_lượng cũng ok mua 3 mỗi sp này đc
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.sácg hay.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc chắnsácg hay
"Đóng gói sp chắc chắn, giao hàng rất nhanh.",POS,5,,đóng_gói sp chắc_chắn giao hàng rất nhanh
Chất lượng sản phẩm kém không giống như mô tả.,NEG,2,,chất_lượng sản_phẩm kém không giống như mô_tả
Đáng tiền.,POS,5,,đáng tiền
Váy mặc siêu xinh.,POS,5,,váy mặc siêu_xinh
Thời gian giao hàng rất nhanh hàng y hình.,POS,4,,thời_gian giao hàng rất nhanh hàng y_hình
Vải thì rất đẹp.,POS,5,,vải rất đẹp
Tiền nào cũa náy.,NEU,3,,tiền nào cũa náy
Gooddd.,POS,5,,gooddd
Áo rộng hơn hình nhiều.,NEG,2,,áo rộng hơn hình nhiều
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
kem bên trong là màu trắng khác với kem ngày là màu vàng nhẹ .thời gian giao hàng chậm.,NEU,3,,kem bên trong màu trắng khác với kem ngày màu vàng nhẹ thời_gian giao hàng chậm
Áo from rộng như ảnh.,POS,5,,áo from rộng như ảnh
Chất liệu vải ổn.nhưng hơi rộng.,NEU,3,,chất_liệu vải ổnnhưng hơi rộng
Ship ko đúng màu.,NEG,1,,ship ko đúng màu
vãi nĩ dày . nóng.,NEG,2,,vãi nĩ dày nóng
"Shop phục vụ rất tốt, chất lượng sp ok.",POS,5,,shop phục_vụ rất tốt chất_lượng sp ok
"ngon đấy, nhưng đang ăn thì ăn phải cọng thun.",NEG,2,,ngon đấy nhưng đang ăn ăn phải cọng thun
Khá ok 😉 sẽ ủng hộ shop tiếp.,POS,4,,khá ok sẽ ủng_hộ shop tiếp
Đẹp lắm nha.,POS,5,,đẹp lắm nha
Áo vừa quá.,POS,5,,áo vừa quá
Thời gian giao hàng nhanh.,POS,4,,thời_gian giao hàng nhanh
Áo đẹp lắm b ơi.,POS,5,,áo đẹp lắm b ơi
Màu thì ko thực sự giống trong hình.,NEG,1,,màu ko thực_sự giống trong hình
Chất lượng vải kém ko như hình .,NEG,2,,chất_lượng vải kém ko như hình
Đã quay Video và chụp ảnh nhưng shop không phản hồi.,NEG,2,,đã quay video và chụp ảnh nhưng shop không phản_hồi
"Quần thoải mái, vừa vặn, đẹp Shop phục vụ rất tốt.",POS,5,,quần thoải_mái vừa vặn đẹp shop phục_vụ rất tốt
"Vận chuyển hàg k nhắt lót vào cặp, nên cắp bị méo mất dág.",NEG,2,,vận_chuyển hàg k nhắt_lót vào cặp nên_cắp méo mất dág
giao 2 sp.trat lat het 2 sp.minh la de chiu nhat hi ua hang.hoi that vong.,NEG,2,,giao 2 sptrat lat het 2 spminh la_de chiu nhat hi_ua hanghoi that_vong
"Ngày qua flash sale 39k/ chai, hết flash lên 55k xong 50k.",NEU,3,,ngày qua flash sale 39 k chai hết flash lên 55 k xong 50 k
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất dc.,POS,5,,chất dc
"Chất lượng sản phẩm tuyệt vời, hợp với giá tiền, sờ siêu thích, màu random nhưng đẹp lắm ạ!",POS,5,,chất_lượng sản_phẩm tuyệt_vời hợp với giá tiền sờ siêu_thích màu random nhưng đẹp lắm
"Mật ong loãng, ko đặc sánh lắm.",NEG,2,,mật_ong loãng ko đặc_sánh lắm
Sẽ tiếp tục ủng hộ shop dài lâu!,POS,5,,sẽ tiếp_tục ủng_hộ shop dài lâu
Dép đi êm và mềm.,POS,4,,dép đi êm và mềm
"Váy đẹp, vải thì mình thấy pha nilon nên hơi nóng.",NEU,3,,váy đẹp vải mình thấy pha nilon nên hơi nóng
Chất tạm dc tương sứng giá tiền.,POS,5,,chất tạm dc tương_sứng giá tiền
Giao hàng và chăm sóc tận tình.,POS,5,,giao hàng và chăm_sóc tận_tình
giá tốt. nhưng giao hàng chậm quá. không có số đt liên hệ khi cần gấp.,NEU,3,,giá tốt nhưng giao hàng chậm quá không có số đt liên_hệ khi cần gấp
Shop cho doi tra ok.,NEU,3,,shop cho doi_tra ok
Thật sự mình quá ưng cho 1 sp rẻ mà chất lượng .,POS,5,,thât sư_minh qua ưng cho 1 sp re ma chât lương
Lọc ổn nhưng hi vọng shop đóng hàng kĩ hơn.,POS,4,,lọc ổn nhưng hi_vọng shop đóng hàng kĩ hơn
"Vải mỏng, thô hơn mình tưởng tượng.",NEU,3,,vải mỏng_thô hơn mình tưởng_tượng
Giao hàng nhanh.,POS,5,,giao hàng nhanh
Thời gian giao hàng nhanh Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt.,POS,5,,thời_gian giao hàng nhanh chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn shop phục_vụ khá tốt
"áo màu sắc tươi sáng, vải chất ạ.",POS,5,,áo màu_sắc tươi_sáng vải chất
Shop rất thái độ với khách hàng.,NEG,1,,shop rất thái_độ với khách_hàng
bị chật ngắn.,NEG,2,,chật_ngắn
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,,shop phục_vụ rất tốt thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời rất đáng tiền
Được tốt.,POS,5,,được tốt
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Chất lượng sp qá tệ.,NEG,1,,chất_lượng sp qá tệ
Chủ shop nhiệt tình dễ thương.,POS,5,,chủ shop nhiệt_tình dễ_thương
"Giao hàng nhanh,.",POS,4,,giao hang nhanh
Đàn nhìn cưng lắm 🎶🎵🎶.,POS,4,,đàn nhìn cưng lắm
Chất lượng sản phẩm tuyệt vời quần hơi mỏng ạ.,POS,4,,chất_lượng sản_phẩm tuyệt_vời quần_hơi mỏng
"Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền,Shop phục vu qua kem , nhan tin ve so Tien se hoan lai thi khong thay tra lỏi gì het.",NEG,1,,chất_lượng sản_phẩm rất kém shop phục_vụ rất kém rất không đáng tiềnshop phuc vu qua kem nhan_tin ve so tien se hoan_lai thi_khong thay_tra loi gi het
Nhưng khá ok rồi.,POS,4,,nhưng khá ok rồi
Hihi ưng lắm ạ giày đẹp lắm nha m.n đi êm mà dễ phối đồ cực.,POS,5,,hihi ưng lắm giày đẹp lắm nha mn đi êm dễ_phối đồ cực
Chả ra gì cả .chất lượng kém.,NEG,1,,chả ra gì cả chất_lượng kém
Gui sai một sp còn lại chất lượng tốt.,NEU,3,,gui sai một sp còn lại chất_lượng tốt
Chất rất oke.,POS,5,,chất rất oke
"Rất ưng, mặc thoải mái mà chất vải rất thích.",POS,5,,rất ưng mặc thoải_mái chất vải rất thích
Nhưng mà shop nói có tặng kèm dây đàn mà mình nhận được không có ạ.,NEG,2,,nhưng_mà shop nói có tặng kèm dây đàn mình nhận được không có
Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh rất ưng.,POS,5,,shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh rất ưng
Rất ưng ý ;) sẽ tiếp tục mua để ủng hộ shop.,POS,5,,rất ưng_ý sẽ tiếp_tục mua để ủng_hộ shop
Chứ nhận hàng hết cả hồn ngâm xà bông chà mãi vẫn k sạch.,NEG,1,,chứ nhận hàng hết cả hồn ngâm xà_bông chà_mãi vẫn k sạch
"Ai thik mua,chọn size lớn hơn 2size ok hơn.",POS,4,,ai thik muachon size lơn hơn 2 size ok hơn
Đẹp hút hồn .,POS,5,,đẹp hút hồn
Giao hàng cũng nhanh ^^!,POS,4,,giao hàng cũng nhanh
Giá còn rẻ.,POS,4,,giá còn rẻ
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Sản phẩm bị ỉu,không giòn và cũng không có thời hạn sử dụng trên bao bì.",NEG,2,,sản_phẩm ỉukhông_giòn và cũng không có thời_hạn sử_dụng trên bao_bì
Không tốt chất liệu sấu.,NEG,2,,không tốt chất_liệu sấu
"Chất lượng sản phẩm tuyệt vời, shop này uy tín quá.",POS,5,,chất_lượng sản_phẩm tuyệt_vời shop này uy_tín quá
Vải kate thun mỏng nhẹ mát.,POS,5,,vải kate thun mỏng nhẹ mát
Chất lượng sản phẩm tuyệt vời.Đóng gói sản phẩm rất đẹp và chắc chắn.shop phục vụ rất tốt.,POS,5,,chất_lượng sản_phẩm tuyệt_vờiđóng gói sản_phẩm rất đẹp và chắc_chắnshop phục_vụ rất tốt
Chất vải được.,POS,4,,chất vải được
"Sản phẩm đẹp ,ổn .chắc chắn mà lại rẻ hơn so vs mình mua ngoàí shop đắt mà mặc chưa đc 1 hôm đã đứt khuy.",POS,5,,sản_phẩm đẹp ổn chắc_chắn mà_lại rẻ hơn so vs mình mua ngoàí shop đắt mặc chưa đc 1 hôm đã đứt khuy
"Áo sơ mi đẹp, giống hình.",NEU,3,,áo sơ_mi đẹp giống hình
"Đóng gói đẹp, giao đúng hàng, sp chất lượng, giá tốt... rất hài lòng shop ơi, sẽ tiếp tục ủng hộ nè.",POS,5,,đóng_gói đẹp giao đúng hàng sp chất_lượng giá tốt rất hài_lòng shop ơi sẽ tiếp_tục ủng_hộ nè
Tuy nhiên mình mua 2 cái thì cái size L ở tay áo bị viết số màu xanh lên chỗ tay áo mình giặt ko ra.,NEG,1,,tuy_nhiên mình mua 2 size l ở tay_áo viết số màu xanh lên chỗ tay_áo mình giặt ko ra
"Shop đóng gói cẩn thận, có kèm 1 tờ thiệp và 1 tờ rơi giới thiệu nữa. 😀.",POS,5,,shop đóng_gói cẩn_thận có kèm 1 tờ thiệp và 1 tờ_rơi giới_thiệu nữa
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vờiO.,POS,5,,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vờio
Ko ưng y lam.,NEG,2,,ko ưng y_lam
Shoppe nên coi lại chọn người bán cho c9s kinh nghiệm chút.,NEG,2,,shoppe nên coi lại chọn người bán cho c9s kinh_nghiệm chút
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Giờ chẳng biết làm gì với cái áo đó.,NEG,1,,giờ chẳng biết làm gì với áo đó
Ncl rất ưng.,POS,5,,ncl rất ưng
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
"Kem thẩm thấu rất nhanh, thoa xong sáng dậy có cảm giác căng da và mịn hơn , còn việc chống lão hóa thì phải xài hết mới biết kết quả.",POS,4,,kem thẩm_thấu rất nhanh_thoa xong sáng dậy có cảm_giác căng da và mịn hơn còn chống lão hóa phải xài hết mới biết kết_quả
"chất lượng ok,mỗi tội bụng rộng quá.lại phải sửa.",NEU,3,,chất_lượng okmỗi_tội bụng rộng quálại phải sửa
Shop phục vụ rất tốt.,POS,5,,shop phục_vụ rất tốt
Chất áo mỏngg.,NEU,3,,chất áo mỏngg
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Đóng gói sản phẩm tốt, cần thêm hộp đựng sẽ tốt hơn.",POS,4,,đóng_gói sản_phẩm tốt cần thêm hộp đựng sẽ tốt hơn
chất liệu vải thì cũng tạm được. chán cái đường chỉ 1 cái thì bục chỉ ở túi còn 1 cái máy cả vào chun.,NEG,2,,chất_liệu vải cũng tạm được chán đường chỉ 1 bục chỉ ở túi còn 1 máy cả vào chun
"Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn , áo khá to so với mình, nên bạn nào muốn mua size L mà tướng người nhỏ bé thì nên chọn soze M nha : , được tặng móc khóa hình Jinmin thích lắmm ><.",POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn áo khá to so với mình nên bạn nào muốn mua size_l tướng người nhỏ_bé nên chọn soze m nha được tặng móc khóa_hình jinmin thích lắmm
"Hàng chuẩn, uy tín.",POS,4,,hàng chuẩn uy_tín
Mua 2 chai mà mới xịt dc 1 lần thì hư mất cái nắp!!,NEU,3,,mua 2 chai mới xịt dc 1 lần hư mất nắp
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Đặt hàng ko giao hàng là Sao vậy á.,NEG,1,,đặt_hàng ko giao hàng sao vậy á
Hơi mỏng :)) k như mong đợi.,NEG,2,,hơi mỏng_k như mong_đợi
Ủng hộ shop ngàn sao luôn nè 😋😋.,POS,5,,ủng_hộ shop_ngàn sao luôn nè
Hic.,NEG,2,,hic
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, chủ s nhiệt tình, vui tính.",POS,4,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chủ s nhiệt_tình vui_tính
